state_code,county_code,action_taken,loan_type,loan_purpose,lien_status,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,occupancy_type,income,debt_to_income_ratio,applicant_ethnicity_1,co_applicant_ethnicity_1,applicant_race_1,applicant_race_2,co_applicant_race_1,applicant_sex,denial_reason_1,denial_reason_2,rate_spread_valid,ltv_capped,dti_numeric,label,strata
MI,26125.0,1,2,1,1,2,2,225000.0,96.5,6.49,0.555,2,1,,30%-<36%,1,1,5,,5,1,10,,True,96.5,33.0,1,1_5
NM,35001.0,1,1,4,2,2,2,55000.0,76.479,10.875,4.215,2,1,206.0,39,1,5,5,,8,2,10,,True,76.479,39.0,1,1_5
MS,28049.0,1,2,1,1,2,2,155000.0,101.079,5.59,-0.447,2,1,59.0,44,3,3,3,,3,1,10,,False,101.079,44.0,1,1_3
TX,48201.0,3,1,1,1,2,2,15000.0,,,,3,1,38.0,48,12,5,5,,8,1,6,,False,,48.0,0,0_5
SC,45015.0,1,1,2,2,1,2,35000.0,71.795,8.99,0.81,2,1,106.0,20%-<30%,2,5,5,,8,1,10,,True,71.795,25.0,1,1_5
TX,48201.0,3,1,4,2,2,2,25000.0,80.0,,,3,1,110.0,20%-<30%,1,5,5,,8,1,9,,False,80.0,25.0,0,0_5
VA,51680.0,1,1,4,2,1,2,25000.0,16.21,13.99,5.81,2,1,71.0,50%-60%,2,2,3,,3,1,10,,True,16.21,55.0,1,1_3
NJ,34005.0,3,1,4,2,2,2,105000.0,22.989,,,3,1,153.0,45,2,2,5,,5,2,3,,False,22.989,45.0,0,0_5
TX,48005.0,1,1,32,1,2,2,215000.0,78.0,6.375,0.556,2,1,64.0,37,2,2,5,,5,2,10,,True,78.0,37.0,1,1_5
FL,12109.0,1,2,1,1,2,2,285000.0,85.0,6.75,0.58,2,1,91.0,38,2,5,5,,8,2,10,,True,85.0,38.0,1,1_5
IA,19153.0,3,1,1,1,2,2,15000.0,,,,3,1,28.0,45,2,5,1,5,8,2,3,4,False,,45.0,0,0_1
PA,42101.0,3,1,2,2,1,2,25000.0,13.056,,,3,1,38.0,46,2,5,5,,8,2,1,,False,13.056,46.0,0,0_5
FL,12059.0,1,3,1,1,87,87,275000.0,,,,2,1,95.0,,2,5,5,,8,2,10,,False,,,1,1_5
IL,17163.0,3,1,4,2,1,2,45000.0,81.891,,,3,1,247.0,37,2,2,3,,3,1,3,1,False,81.891,37.0,0,0_3
MD,24013.0,1,1,32,2,2,2,135000.0,74.0,10.525,4.622,2,1,118.0,41,2,2,5,,5,1,10,,True,74.0,41.0,1,1_5
LA,22051.0,1,2,1,1,2,2,245000.0,96.5,5.625,-0.157,2,1,67.0,50%-60%,1,5,5,,8,1,10,,False,96.5,55.0,1,1_5
PA,42041.0,1,1,32,1,2,2,155000.0,60.0,6.75,0.311,2,1,40.0,44,2,5,5,,8,2,10,,True,60.0,44.0,1,1_5
SC,45013.0,1,1,1,1,2,2,2085000.0,80.0,6.75,0.172,2,1,1188.0,30%-<36%,2,2,5,,5,1,10,,True,80.0,33.0,1,1_5
TX,48497.0,3,1,1,1,2,2,165000.0,,,,3,1,94.0,30%-<36%,2,5,5,,8,1,5,,False,,33.0,0,0_5
CO,8005.0,3,1,31,2,2,2,105000.0,74.688,,,3,1,188.0,47,2,5,2,27,8,1,9,,False,74.688,47.0,0,0_2
FL,12099.0,3,2,32,1,2,2,225000.0,67.998,,,3,1,71.0,50%-60%,2,2,3,,3,1,7,,False,67.998,55.0,0,0_3
CA,6019.0,1,1,1,1,2,2,385000.0,97.0,6.99,0.469,2,1,127.0,30%-<36%,2,1,2,27,5,1,10,,True,97.0,33.0,1,1_2
CA,6099.0,3,1,32,1,1,2,485000.0,80.333,,,3,1,123.0,50%-60%,2,2,5,,6,3,3,1,False,80.333,55.0,0,0_5
CA,6001.0,1,1,1,1,2,2,1045000.0,80.0,6.125,-0.243,2,1,341.0,30%-<36%,2,5,2,27,8,1,10,,False,80.0,33.0,1,1_2
CA,6047.0,1,1,1,1,2,2,415000.0,53.947,7.5,0.745,2,1,181.0,20%-<30%,1,3,5,,5,2,10,,True,53.947,25.0,1,1_5
OR,41017.0,1,1,1,1,2,2,225000.0,46.809,6.49,0.171,2,1,50.0,47,2,5,5,,8,1,10,,True,46.809,47.0,1,1_5
NC,37119.0,3,1,2,2,1,2,55000.0,48.222,,,3,1,16.0,50%-60%,2,5,5,,8,1,1,9,False,48.222,55.0,0,0_5
MD,24043.0,3,1,32,2,2,2,175000.0,34.96,,,3,1,130.0,,2,5,5,,8,1,9,,False,34.96,,0,0_5
AR,5055.0,3,1,4,2,2,2,35000.0,93.048,,,3,1,105.0,37,2,2,5,,5,2,4,,False,93.048,37.0,0,0_5
TX,48439.0,3,1,32,1,2,2,215000.0,70.0,,,3,1,126.0,38,1,5,5,,8,1,4,,False,70.0,38.0,0,0_5
FL,12113.0,1,1,1,1,2,2,195000.0,80.0,6.25,-0.245,2,1,47.0,40,2,5,5,,8,2,10,,False,80.0,40.0,1,1_5
OH,39173.0,1,1,31,2,1,2,95000.0,79.74,8.94,0.84,2,1,170.0,30%-<36%,2,2,5,,5,2,10,,True,79.74,33.0,1,1_5
TX,48249.0,3,1,4,2,2,2,55000.0,80.0,,,3,1,46.0,>60%,1,1,5,,5,1,1,,False,80.0,65.0,0,0_5
NC,37119.0,1,2,1,1,2,2,375000.0,96.5,5.75,0.454,2,1,133.0,43,2,2,5,,5,1,10,,True,96.5,43.0,1,1_5
FL,12105.0,1,1,1,1,2,2,285000.0,90.0,6.44,-0.098,2,1,206.0,<20%,2,2,5,,5,2,10,,False,90.0,10.0,1,1_5
SC,45077.0,1,4,1,1,2,2,165000.0,82.0,6.75,0.713,3,1,60.0,30%-<36%,2,5,5,,8,1,10,,True,82.0,33.0,1,1_5
OR,41029.0,1,1,1,1,2,2,125000.0,,7.49,2.322,2,1,70.0,42,1,5,5,,8,1,10,,True,,42.0,1,1_5
NC,37045.0,1,1,31,1,2,2,295000.0,89.4,6.5,,2,1,115.0,20%-<30%,2,2,5,,1,1,10,,False,89.4,25.0,1,1_5
GA,13157.0,1,1,32,2,1,2,255000.0,78.134,8.5,,2,1,435.0,<20%,2,2,5,,5,1,10,,False,78.134,10.0,1,1_5
FL,12109.0,1,2,31,1,2,2,535000.0,96.368,6.25,0.514,2,1,,,2,2,5,,5,1,10,,True,96.368,,1,1_5
KY,21067.0,3,1,2,2,2,2,25000.0,94.228,,,3,1,61.0,30%-<36%,1,5,5,,8,1,3,,False,94.228,33.0,0,0_5
NY,36081.0,1,1,1,1,2,2,405000.0,60.0,6.625,0.181,3,3,311.0,30%-<36%,2,5,2,22,8,1,10,,True,60.0,33.0,1,1_2
OH,39057.0,1,3,1,1,2,2,485000.0,82.732,5.625,-0.868,2,1,177.0,50%-60%,2,2,5,,5,1,10,,False,82.732,55.0,1,1_5
TN,47065.0,3,1,2,1,2,1,105000.0,69.348,,,3,3,151.0,<20%,2,5,5,,8,1,9,,False,69.348,10.0,0,0_5
NH,33015.0,3,1,4,2,2,2,65000.0,74.83,,,3,1,71.0,49,2,5,5,,8,1,1,,False,74.83,49.0,0,0_5
MI,26051.0,1,1,4,1,2,2,155000.0,43.259,6.0,-0.79,2,1,78.0,39,2,5,5,,8,2,10,,False,43.259,39.0,1,1_5
IL,17163.0,1,1,1,1,2,2,115000.0,93.765,6.625,1.034,2,1,42.0,43,2,5,3,,8,1,10,,True,93.765,43.0,1,1_3
TX,48167.0,1,1,1,1,2,2,115000.0,78.817,7.875,,3,3,252.0,20%-<30%,2,3,5,,6,1,10,,False,78.817,25.0,1,1_5
GA,13135.0,1,1,1,1,2,2,525000.0,80.0,6.875,0.122,2,1,180.0,42,2,5,2,,8,1,10,,True,80.0,42.0,1,1_2
IL,17031.0,3,1,32,1,2,1,175000.0,60.0,,,3,3,,,1,5,1,,8,1,4,,False,60.0,,0,0_1
KY,21111.0,1,1,1,2,2,2,15000.0,103.0,0.0,-6.1,2,1,40.0,43,1,5,5,,8,2,10,,False,103.0,43.0,1,1_5
NV,32005.0,1,1,1,1,2,1,495000.0,59.0,7.625,,3,3,239.0,30%-<36%,2,2,5,,5,1,10,,False,59.0,33.0,1,1_5
CA,6099.0,1,1,1,2,2,2,75000.0,101.622,0.0,-6.69,2,1,91.0,38,2,2,5,,5,1,10,,False,101.622,38.0,1,1_5
CO,8123.0,1,1,2,2,1,2,35000.0,30.6,10.89,2.74,2,1,100.0,30%-<36%,2,2,5,,5,2,10,,True,30.6,33.0,1,1_5
NY,36059.0,1,1,1,1,2,2,205000.0,80.0,6.375,0.17392,2,1,82.0,30%-<36%,2,5,2,,8,1,10,,True,80.0,33.0,1,1_2
GA,13247.0,3,1,4,2,1,2,105000.0,57.408,,,3,1,149.0,20%-<30%,2,5,3,,8,2,3,,False,57.408,25.0,0,0_3
MN,27047.0,3,1,4,2,2,2,25000.0,73.42,,,3,1,78.0,41,2,5,5,,8,1,9,,False,73.42,41.0,0,0_5
CA,6059.0,1,1,1,1,2,2,795000.0,95.0,7.375,0.944,2,1,271.0,40,2,5,5,,8,2,10,,True,95.0,40.0,1,1_5
NJ,34029.0,1,1,1,1,2,2,315000.0,90.0,6.99,0.635,2,1,127.0,36,2,5,5,,8,2,10,,True,90.0,36.0,1,1_5
NE,31067.0,1,1,1,1,87,87,285000.0,,,,2,1,182.0,,2,2,5,,5,1,87,,False,,,1,1_5
AR,5125.0,1,1,1,1,2,2,125000.0,80.0,8.0,1.588,2,1,94.0,30%-<36%,2,2,5,,5,2,10,,True,80.0,33.0,1,1_5
FL,12009.0,3,3,1,1,2,2,375000.0,100.0,,,3,1,61.0,>60%,2,5,5,,8,1,1,,False,100.0,65.0,0,0_5
OH,39061.0,1,1,32,1,2,1,105000.0,46.3,7.624,1.393,3,3,124.0,30%-<36%,2,5,3,,8,1,10,,True,46.3,33.0,1,1_3
GA,13153.0,1,3,31,1,2,2,125000.0,,5.625,-0.396,2,1,,,2,5,5,,8,1,10,,False,,,1,1_5
VA,51059.0,1,1,1,1,2,1,265000.0,49.057,6.875,,3,3,214.0,41,2,5,2,,8,1,10,,False,49.057,41.0,1,1_2
GA,13013.0,1,2,1,1,2,2,415000.0,85.0,7.125,0.964,2,1,158.0,37,2,2,5,,5,1,10,,True,85.0,37.0,1,1_5
CA,6037.0,3,1,2,2,1,1,125000.0,65.73,,,3,3,85.0,>60%,3,5,3,,8,1,1,3,False,65.73,65.0,0,0_3
CA,6033.0,1,1,32,2,2,2,45000.0,82.0,10.925,5.606,2,1,62.0,48,2,5,5,,8,2,10,,True,82.0,48.0,1,1_5
KY,21219.0,3,1,1,1,2,2,125000.0,,,,3,1,35.0,50%-60%,2,5,5,,8,2,3,,False,,55.0,0,0_5
NC,37119.0,3,1,31,2,1,2,105000.0,44.6,,,3,1,87.0,<20%,2,5,3,,8,2,6,,False,44.6,10.0,0,0_3
NV,32003.0,1,1,1,1,2,2,285000.0,70.0,10.875,4.846,2,1,90.0,38,1,5,5,,8,1,10,,True,70.0,38.0,1,1_5
CA,6059.0,3,1,4,2,2,2,85000.0,90.071,,,3,1,169.0,>60%,11,11,5,,6,1,7,,False,90.071,65.0,0,0_5
IL,17037.0,1,1,32,1,2,2,185000.0,67.206,7.375,1.005,2,1,79.0,38,2,5,5,,8,2,10,,True,67.206,38.0,1,1_5
CA,6029.0,1,1,2,1,2,2,155000.0,65.502,6.125,-1.173,2,1,99.0,48,1,1,5,,5,1,10,,False,65.502,48.0,1,1_5
GA,13237.0,1,1,31,1,87,87,1005000.0,,,,2,1,450.0,,2,3,5,,6,1,87,,False,,,1,1_5
LA,22073.0,1,4,1,1,2,2,125000.0,101.009,6.75,0.012,3,1,57.0,40,2,2,3,,3,2,10,,True,101.009,40.0,1,1_3
AR,5125.0,1,2,1,1,2,2,455000.0,99.999,7.75,1.59,2,1,0.0,43,2,5,5,,8,2,10,,True,99.999,43.0,1,1_5
MO,29101.0,1,1,31,1,2,2,465000.0,65.714,6.625,0.008,2,1,139.0,37,3,5,5,,8,1,10,,True,65.714,37.0,1,1_5
IN,18033.0,3,1,4,2,2,2,45000.0,63.678,,,3,1,86.0,20%-<30%,2,2,5,,5,1,3,,False,63.678,25.0,0,0_5
NY,36019.0,3,1,1,1,2,2,165000.0,90.0,,,3,1,39.0,>60%,3,3,5,,5,1,1,,False,90.0,65.0,0,0_5
OH,39081.0,1,3,32,1,2,2,185000.0,90.0,6.75,0.333,2,1,108.0,49,2,5,5,,8,2,10,,True,90.0,49.0,1,1_5
AL,1083.0,1,1,1,1,2,2,385000.0,95.0,6.5,-0.054,2,1,87.0,48,2,2,5,,5,1,10,,False,95.0,48.0,1,1_5
OH,39153.0,1,1,4,2,1,2,45000.0,59.59,8.54,0.55,2,1,43.0,49,2,5,5,,8,1,10,,True,59.59,49.0,1,1_5
IL,17031.0,1,1,1,1,2,2,145000.0,74.26,6.5,-0.174,2,1,37.0,47,1,5,5,,8,2,10,,False,74.26,47.0,1,1_5
FL,12086.0,1,1,32,1,1,2,505000.0,44.0,9.0,0.72,2,1,165.0,44,1,5,5,,8,1,10,,True,44.0,44.0,1,1_5
GA,13153.0,1,1,1,1,2,2,285000.0,67.235,5.99,-0.582,2,1,54.0,49,2,2,2,21,2,1,10,,False,67.235,49.0,1,1_2
HI,15003.0,3,1,4,1,1,2,255000.0,34.388,,,3,1,17.0,>60%,2,5,2,24,8,2,1,,False,34.388,65.0,0,0_2
TX,48029.0,1,1,1,1,2,2,255000.0,97.0,6.625,0.294,2,1,93.0,38,1,2,5,,5,1,10,,True,97.0,38.0,1,1_5
CA,6095.0,1,1,2,2,2,2,95000.0,74.0,9.375,3.325,2,1,92.0,45,2,5,2,23,8,2,10,,True,74.0,45.0,1,1_2
MN,27163.0,1,2,1,1,2,2,235000.0,101.333,7.0,0.711,2,1,79.0,43,2,5,2,,8,1,10,,True,101.333,43.0,1,1_2
IA,19155.0,1,1,2,2,1,2,75000.0,84.0,8.49,1.02,2,1,110.0,30%-<36%,2,5,5,,8,1,10,,True,84.0,33.0,1,1_5
VA,51169.0,1,2,1,1,2,2,145000.0,96.5,6.625,0.588,2,1,54.0,30%-<36%,3,5,5,,8,1,10,,True,96.5,33.0,1,1_5
TN,47025.0,3,1,1,1,2,2,115000.0,,,,3,1,26.0,>60%,1,5,5,,8,2,3,,False,,65.0,0,0_5
MT,30049.0,3,1,1,1,2,2,335000.0,95.0,,,3,1,165.0,20%-<30%,2,5,5,,8,1,3,5,False,95.0,25.0,0,0_5
CA,6061.0,3,1,31,2,2,2,155000.0,80.286,,,3,1,110.0,>60%,2,2,5,,5,2,1,,False,80.286,65.0,0,0_5
GA,13121.0,3,1,32,1,2,2,125000.0,29.412,,,3,1,15.0,>60%,2,5,3,,8,2,7,,False,29.412,65.0,0,0_3
WA,53005.0,1,1,1,2,2,2,15000.0,100.427,0.0,-6.818,2,1,63.0,49,1,5,5,,8,1,10,,False,100.427,49.0,1,1_5
FL,12057.0,1,1,4,2,1,2,65000.0,85.0,9.65,,2,1,98.0,46,2,5,5,,8,2,10,,False,85.0,46.0,1,1_5
GA,13247.0,1,1,31,2,1,2,105000.0,50.746,10.0,1.87,2,1,141.0,39,2,2,3,,3,2,10,,True,50.746,39.0,1,1_3
GA,13217.0,3,1,2,2,2,2,35000.0,44.38,,,3,1,48.0,>60%,2,5,3,,8,2,3,1,False,44.38,65.0,0,0_3
NY,36119.0,1,1,1,1,2,2,1085000.0,70.0,5.625,-0.7856,2,1,436.0,37,2,2,5,,5,1,10,,False,70.0,37.0,1,1_5
FL,12105.0,3,1,4,2,2,2,65000.0,,,,3,1,60.0,50%-60%,3,5,3,,8,3,7,,False,,55.0,0,0_3
CA,6059.0,1,1,1,1,2,2,665000.0,,8.0,1.388,3,3,161.0,40,2,2,2,26,2,2,10,,True,,40.0,1,1_2
FL,12117.0,1,1,32,1,2,2,1415000.0,65.0,6.75,0.031,2,1,1261.0,41,2,2,5,,5,1,10,,True,65.0,41.0,1,1_5
OK,40027.0,1,2,1,1,2,2,215000.0,96.5,6.25,0.339,2,1,106.0,20%-<30%,2,5,1,5,8,1,10,,True,96.5,25.0,1,1_1
KY,21011.0,1,1,31,1,2,2,105000.0,43.0,6.375,0.722,2,1,115.0,20%-<30%,2,5,5,,8,2,10,,True,43.0,25.0,1,1_5
OH,39063.0,1,1,1,1,2,2,315000.0,80.0,6.125,0.169,2,1,114.0,30%-<36%,1,5,5,,8,1,10,,True,80.0,33.0,1,1_5
FL,12099.0,3,1,4,2,1,2,105000.0,64.69,,,3,1,89.0,49,2,5,5,,8,1,1,,False,64.69,49.0,0,0_5
HI,15001.0,1,1,1,1,2,1,225000.0,80.0,8.5,,3,3,144.0,38,2,2,4,5,4,1,10,,False,80.0,38.0,1,1_4
AZ,4013.0,3,1,1,1,2,2,35000.0,,,,3,1,33.0,>60%,3,5,5,,8,1,1,,False,,65.0,0,0_5
NC,37105.0,1,1,1,1,2,2,375000.0,95.0,6.99,1.347,2,1,122.0,49,2,2,5,,5,1,10,,True,95.0,49.0,1,1_5
PR,72107.0,1,1,1,1,2,2,25000.0,105.0,9.5,3.351,2,1,30.0,36,1,5,5,,8,1,10,,True,105.0,36.0,1,1_5
NY,36005.0,1,1,1,1,2,2,25000.0,96.99,6.875,-0.895,2,1,71.0,<20%,2,5,3,,8,1,10,,False,96.99,10.0,1,1_3
VA,51185.0,3,1,4,2,1,2,25000.0,49.89,,,3,1,62.0,50%-60%,2,5,5,,8,1,4,,False,49.89,55.0,0,0_5
NJ,34027.0,3,1,31,1,2,2,265000.0,76.238,,,3,1,96.0,,2,5,5,,8,1,3,,False,76.238,,0,0_5
GA,13255.0,1,1,1,1,2,2,295000.0,60.0,6.49,-0.125,2,1,132.0,20%-<30%,14,14,5,,5,2,10,,False,60.0,25.0,1,1_5
IL,17037.0,3,3,1,1,2,2,385000.0,100.0,,,3,1,156.0,42,2,2,5,,5,1,3,,False,100.0,42.0,0,0_5
LA,22019.0,1,1,1,1,2,2,355000.0,83.333,5.625,-0.555,2,1,229.0,20%-<30%,2,2,5,,5,1,10,,False,83.333,25.0,1,1_5
GA,13185.0,1,1,1,1,87,87,135000.0,,,,3,3,86.0,,2,5,5,,8,1,87,,False,,,1,1_5
HI,15003.0,1,1,1,1,2,2,875000.0,86.207,7.125,0.387,2,1,195.0,40,2,2,4,44,4,1,10,,True,86.207,40.0,1,1_4
TX,48423.0,3,1,2,2,2,2,25000.0,54.828,,,3,1,60.0,50%-60%,2,5,3,,8,1,6,1,False,54.828,55.0,0,0_3
PA,42131.0,3,1,2,2,87,87,45000.0,,,,3,1,88.0,,2,5,5,,8,1,87,,False,,,0,0_5
IN,18113.0,1,1,1,1,2,2,115000.0,90.0,7.375,1.401,2,1,124.0,20%-<30%,2,2,5,,5,1,10,,True,90.0,25.0,1,1_5
OR,41051.0,1,1,2,2,1,2,35000.0,47.327,8.5,0.18,2,1,240.0,20%-<30%,2,2,5,,5,2,10,,True,47.327,25.0,1,1_5
OR,41047.0,1,3,32,1,2,2,605000.0,81.633,6.625,-0.161,2,1,123.0,44,2,5,5,,8,1,10,,False,81.633,44.0,1,1_5
FL,12095.0,3,1,4,2,1,2,75000.0,87.05,,,3,1,134.0,41,1,5,3,,8,2,4,,False,87.05,41.0,0,0_3
HI,15003.0,1,3,1,1,2,2,655000.0,81.784,6.25,-0.552,2,1,321.0,49,2,5,5,,8,1,10,,False,81.784,49.0,1,1_5
SC,45051.0,1,1,1,1,2,2,315000.0,80.0,6.125,-0.428,2,1,57.0,48,2,5,5,,8,2,10,,False,80.0,48.0,1,1_5
,,3,1,1,1,2,2,145000.0,,,,3,1,34.0,>60%,2,5,5,,8,2,1,,False,,65.0,0,0_5
OH,39017.0,3,1,1,1,1,2,425000.0,113.333,,,3,1,159.0,40,2,2,5,,5,2,4,,False,105.0,40.0,0,0_5
MI,26055.0,1,1,31,2,2,2,155000.0,89.99,8.73,2.69,2,1,152.0,30%-<36%,2,5,5,,8,1,10,,True,89.99,33.0,1,1_5
LA,22015.0,1,1,1,2,87,87,85000.0,,,,2,1,253.0,,2,2,5,,5,1,87,,False,,,1,1_5
FL,12117.0,1,2,1,1,2,2,395000.0,80.0,5.99,0.125,2,1,104.0,50%-60%,2,5,5,,8,1,10,,True,80.0,55.0,1,1_5
GA,13001.0,3,1,2,1,2,2,25000.0,31.25,,,3,1,18.0,>60%,2,2,5,,5,1,1,,False,31.25,65.0,0,0_5
PA,42027.0,3,1,2,2,2,2,305000.0,81.949,,,3,1,130.0,>60%,2,2,5,,5,1,3,1,False,81.949,65.0,0,0_5
TX,48113.0,1,1,1,1,2,2,145000.0,80.0,6.625,0.884,2,1,74.0,42,1,1,5,,5,2,10,,True,80.0,42.0,1,1_5
HI,15003.0,1,1,1,1,2,1,375000.0,,12.75,,3,3,256.0,50%-60%,3,5,4,5,8,1,10,,False,,55.0,1,1_4
MO,29029.0,1,1,31,2,2,2,95000.0,75.0,8.5,3.257,3,2,201.0,20%-<30%,2,2,5,,5,1,10,,True,75.0,25.0,1,1_5
MA,25005.0,3,1,4,2,1,2,155000.0,104.63,,,3,1,122.0,>60%,2,2,5,,5,2,1,4,False,104.63,65.0,0,0_5
KS,20055.0,1,1,2,1,1,2,55000.0,19.231,2.99,-5.11,2,1,45.0,41,2,5,5,,8,2,10,,False,19.231,41.0,1,1_5
CO,8041.0,1,1,2,2,1,2,95000.0,59.7,9.24,2.11,2,1,255.0,42,2,2,5,,5,2,10,,True,59.7,42.0,1,1_5
AL,1061.0,1,1,31,1,87,87,205000.0,,,,2,1,101.0,,2,2,5,,5,1,87,,False,,,1,1_5
MN,27053.0,1,1,1,1,2,2,1125000.0,60.0,6.75,0.074,2,1,675.0,20%-<30%,2,5,5,,8,1,10,,True,60.0,25.0,1,1_5
CA,6111.0,1,1,1,1,2,2,745000.0,80.0,5.49,-0.36,2,1,202.0,42,2,2,5,,5,1,10,,False,80.0,42.0,1,1_5
CO,8041.0,1,1,32,1,2,2,375000.0,75.0,7.875,1.432,2,1,259.0,<20%,2,5,5,,8,1,10,,True,75.0,10.0,1,1_5
MI,26087.0,1,1,31,1,1,2,105000.0,25.548,8.25,0.253,2,1,86.0,20%-<30%,2,2,5,,5,1,10,,True,25.548,25.0,1,1_5
OH,39095.0,3,1,2,2,2,2,25000.0,98.006,,,3,1,494.0,<20%,2,5,5,,8,2,3,,False,98.006,10.0,0,0_5
MS,28071.0,1,1,1,1,2,1,205000.0,56.82,7.125,,3,3,442.0,<20%,2,5,5,,8,1,10,,False,56.82,10.0,1,1_5
PA,42015.0,1,1,31,2,87,87,35000.0,,,,2,1,142.0,,2,2,5,,5,1,10,,False,,,1,1_5
TN,47189.0,1,1,31,1,2,2,175000.0,64.815,6.95,0.325,2,1,43.0,37,2,5,5,,8,2,10,,True,64.815,37.0,1,1_5
IL,17031.0,1,1,1,1,2,1,235000.0,75.0,8.5,,3,3,127.0,48,2,2,5,,5,1,10,,False,75.0,48.0,1,1_5
OR,41067.0,1,1,1,1,2,2,595000.0,80.0,7.125,0.001,2,1,220.0,39,2,2,5,,5,2,10,,True,80.0,39.0,1,1_5
KS,20153.0,3,1,2,1,1,2,45000.0,60.0,,,3,1,44.0,20%-<30%,2,5,5,,8,2,9,,False,60.0,25.0,0,0_5
TN,47157.0,1,1,1,1,2,2,455000.0,78.95,6.5,0.493,2,1,221.0,42,2,1,5,,5,1,10,,True,78.95,42.0,1,1_5
GA,13255.0,3,2,32,1,2,2,185000.0,74.689,,,3,1,40.0,45,2,5,5,,8,2,7,,False,74.689,45.0,0,0_5
NC,37101.0,1,1,31,2,2,2,145000.0,76.06,6.125,0.065,2,1,,42,2,5,5,,8,1,10,,True,76.06,42.0,1,1_5
VA,51087.0,3,1,1,1,2,2,195000.0,97.0,,,3,1,138.0,>60%,2,5,3,,8,1,1,,False,97.0,65.0,0,0_3
OR,41067.0,1,1,4,2,1,2,35000.0,61.43,8.25,-0.03,2,1,150.0,20%-<30%,2,5,5,,8,2,10,,False,61.43,25.0,1,1_5
ID,16027.0,1,2,32,1,2,2,165000.0,49.69,6.75,0.591,2,1,42.0,45,1,5,5,,8,1,10,,True,49.69,45.0,1,1_5
TX,48201.0,1,1,32,1,2,2,225000.0,80.0,7.375,0.812,2,1,60.0,44,2,5,5,,8,1,10,,True,80.0,44.0,1,1_5
CA,6095.0,1,1,1,2,2,2,5000.0,100.0,1.0,-5.192,2,1,131.0,20%-<30%,2,2,2,23,2,2,10,,False,100.0,25.0,1,1_2
SC,45051.0,1,3,1,1,2,2,375000.0,92.449,6.25,-0.74,2,1,63.0,50%-60%,2,5,5,,8,1,10,,False,92.449,55.0,1,1_5
FL,12101.0,1,2,32,1,2,2,335000.0,80.0,6.25,0.32,2,1,201.0,30%-<36%,2,5,3,,8,1,10,,True,80.0,33.0,1,1_3
IL,17191.0,1,1,1,1,2,2,85000.0,80.0,6.625,0.2,2,1,29.0,20%-<30%,2,5,5,,8,2,10,,True,80.0,25.0,1,1_5
CA,6065.0,1,3,1,1,2,2,665000.0,100.0,6.375,-0.57,2,1,150.0,>60%,1,2,1,,2,1,10,,False,100.0,65.0,1,1_1
AL,1117.0,1,3,1,1,2,2,495000.0,100.0,6.5,0.436,2,1,104.0,50%-60%,2,5,5,,8,1,10,,True,100.0,55.0,1,1_5
UT,49035.0,3,1,4,2,2,2,55000.0,90.831,,,3,1,116.0,50%-60%,2,5,5,,8,1,3,,False,90.831,55.0,0,0_5
CA,6099.0,3,2,1,1,2,2,445000.0,96.5,,,3,1,107.0,43,1,5,5,,8,1,7,,False,96.5,43.0,0,0_5
NY,36027.0,1,1,1,1,2,2,285000.0,70.0,6.125,-0.009,2,1,72.0,38,2,5,5,,8,1,10,,False,70.0,38.0,1,1_5
CA,6001.0,3,1,2,2,1,2,105000.0,50.848,,,3,1,29.0,>60%,2,2,2,23,2,1,1,,False,50.848,65.0,0,0_2
MA,25021.0,1,1,1,1,2,2,515000.0,89.79,6.875,0.324,3,1,120.0,48,2,5,3,,8,2,10,,True,89.79,48.0,1,1_3
MA,25013.0,1,1,2,2,87,87,75000.0,,,,2,1,85.0,,2,5,5,,8,2,10,,False,,,1,1_5
NY,36055.0,1,1,4,2,1,2,35000.0,89.955,4.5,,3,1,99.0,41,1,2,5,,5,1,10,,False,89.955,41.0,1,1_5
CT,9140.0,1,1,1,1,2,2,305000.0,69.77,5.99,-0.035,2,1,83.0,46,2,5,5,,8,2,10,,False,69.77,46.0,1,1_5
NY,36029.0,1,1,1,1,2,2,315000.0,60.0,5.99,-0.093,2,1,284.0,<20%,2,5,5,,8,1,10,,False,60.0,10.0,1,1_5
AK,2020.0,1,2,1,1,2,2,285000.0,96.5,6.499,0.809,2,1,70.0,50%-60%,2,5,1,,8,2,10,,True,96.5,55.0,1,1_1
MA,25009.0,1,1,1,1,2,2,365000.0,96.0,6.5,1.0,2,1,123.0,48,1,5,5,,8,1,10,,True,96.0,48.0,1,1_5
GA,13113.0,3,1,2,2,1,2,105000.0,93.538,,,3,1,425.0,20%-<30%,2,5,3,,8,1,7,,False,93.538,25.0,0,0_3
NH,33015.0,1,1,31,1,1,2,255000.0,26.97,8.4,0.24,2,1,111.0,48,2,5,5,,8,1,10,,True,26.97,48.0,1,1_5
MO,29165.0,1,1,1,2,2,2,5000.0,64.563,,,3,1,61.0,38,2,2,5,,5,2,10,,False,64.563,38.0,1,1_5
NC,37125.0,1,1,1,1,1,2,105000.0,18.979,7.49,-0.65,2,1,38.0,30%-<36%,2,2,5,,5,1,10,,False,18.979,33.0,1,1_5
